CODICE,DATA,CDCENTRASF,TIPO
1.0000000000000000e+00,"2005-05-15 00:00:00","CON","S"
2.0000000000000000e+00,"2005-03-13 00:00:00","CON","S"
2.0000000000000000e+00,"2005-05-15 00:00:00","CON","S"
2.0000000000000000e+00,"2005-09-11 00:00:00","MON","S"
2.0000000000000000e+00,"2006-02-18 00:00:00","MON","S"
2.0000000000000000e+00,"2006-02-19 00:00:00",,"S"
3.0000000000000000e+00,"2005-05-15 00:00:00","MON","S"
3.0000000000000000e+00,"2006-02-18 00:00:00","MON","S"
3.0000000000000000e+00,"2006-02-19 00:00:00",,"S"
4.0000000000000000e+00,"2005-09-11 00:00:00","MON","S"
4.0000000000000000e+00,"2006-09-17 00:00:00","MON","S"
4.0000000000000000e+00,"2008-03-30 00:00:00","MIU","S"
4.0000000000000000e+00,"2009-03-29 00:00:00","MIU","S"
4.0000000000000000e+00,"2010-01-10 00:00:00",,"S"
4.0000000000000000e+00,"2010-01-11 00:00:00","MIU","S"
6.0000000000000000e+00,"2012-08-30 00:00:00","MIU","S"
6.0000000000000000e+00,"2013-08-29 00:00:00","MIU","S"
6.0000000000000000e+00,"2014-07-06 00:00:00","MIU","S"
6.0000000000000000e+00,"2015-06-21 00:00:00","MIU","S"
6.0000000000000000e+00,"2016-05-22 00:00:00","MIU","S"
6.0000000000000000e+00,"2016-10-16 00:00:00","MIU","S"
6.0000000000000000e+00,"2017-02-12 00:00:00","MIU","S"
6.0000000000000000e+00,"2017-06-18 00:00:00","MIU","S"
6.0000000000000000e+00,"2017-10-22 00:00:00","MIU","S"
6.0000000000000000e+00,"2018-02-25 00:00:00","MIU","S"
6.0000000000000000e+00,"2018-12-30 00:00:00","MIU","S"
7.0000000000000000e+00,"2005-09-11 00:00:00","MON","S"
7.0000000000000000e+00,"2006-05-06 00:00:00",,"S"
7.0000000000000000e+00,"2008-07-06 00:00:00","MIU","S"
7.0000000000000000e+00,"2009-06-21 00:00:00","MIU","S"
7.0000000000000000e+00,"2010-04-11 00:00:00","MIU","S"
7.0000000000000000e+00,"2010-11-21 00:00:00","MIU","S"
7.0000000000000000e+00,"2011-05-22 00:00:00","MIU","S"
7.0000000000000000e+00,"2011-10-06 00:00:00","MIU","S"
7.0000000000000000e+00,"2012-01-15 00:00:00","MIU","S"
7.0000000000000000e+00,"2012-06-17 00:00:00","MIU","S"
7.0000000000000000e+00,"2012-11-11 00:00:00","MIU","S"
7.0000000000000000e+00,"2013-06-23 00:00:00","MIU","S"
7.0000000000000000e+00,"2013-11-24 00:00:00","MIU","S"
8.0000000000000000e+00,"2005-03-13 00:00:00","CON","S"
8.0000000000000000e+00,"2005-11-13 00:00:00","CON","S"
8.0000000000000000e+00,"2008-07-06 00:00:00","MIU","S"
8.0000000000000000e+00,"2009-02-15 00:00:00","MIU","S"
8.0000000000000000e+00,"2010-11-21 00:00:00","MIU","S"
8.0000000000000000e+00,"2011-02-20 00:00:00","MIU","S"
8.0000000000000000e+00,"2011-11-13 00:00:00","MIU","S"
8.0000000000000000e+00,"2012-09-30 00:00:00","MIU","S"
8.0000000000000000e+00,"2013-05-05 00:00:00","MIU","S"
8.0000000000000000e+00,"2014-02-23 00:00:00","MIU","S"
8.0000000000000000e+00,"2014-06-22 00:00:00","MIU","S"
8.0000000000000000e+00,"2015-04-19 00:00:00","MIU","S"
8.0000000000000000e+00,"2016-02-07 00:00:00","MIU","S"
8.0000000000000000e+00,"2016-06-19 00:00:00","MIU","S"
9.0000000000000000e+00,"2005-05-15 00:00:00","MON","S"
9.0000000000000000e+00,"2005-11-13 00:00:00","CON","S"
9.0000000000000000e+00,"2008-07-06 00:00:00","MIU","S"
9.0000000000000000e+00,"2009-02-15 00:00:00","MIU","S"
9.0000000000000000e+00,"2010-05-23 00:00:00",,"S"
9.0000000000000000e+00,"2010-05-24 00:00:00","MIU","S"
9.0000000000000000e+00,"2011-01-16 00:00:00","MIU","S"
9.0000000000000000e+00,"2012-05-06 00:00:00","MIU","S"
9.0000000000000000e+00,"2017-05-11 00:00:00","MON","S"
1.0000000000000000e+01,"2005-09-11 00:00:00","MON","S"
1.0000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
1.0000000000000000e+01,"2011-01-16 00:00:00","MIU","S"
1.0000000000000000e+01,"2017-05-11 00:00:00","MON","S"
1.3000000000000000e+01,"2005-09-11 00:00:00","MON","S"
1.3000000000000000e+01,"2008-07-06 00:00:00","MIU","S"
1.4000000000000000e+01,"2005-05-15 00:00:00","MON","S"
1.4000000000000000e+01,"2005-11-13 00:00:00","CON","S"
1.4000000000000000e+01,"2008-05-19 00:00:00","MIU","S"
1.4000000000000000e+01,"2009-07-26 00:00:00","MIU","S"
1.4000000000000000e+01,"2011-03-27 00:00:00","MIU","S"
1.4000000000000000e+01,"2012-11-11 00:00:00","MIU","S"
1.4000000000000000e+01,"2014-01-27 00:00:00","MIU","S"
1.5000000000000000e+01,"2005-10-08 00:00:00","MON","S"
1.5000000000000000e+01,"2006-09-17 00:00:00","MON","S"
1.5000000000000000e+01,"2010-05-23 00:00:00",,"S"
1.5000000000000000e+01,"2010-05-25 00:00:00","MIU","S"
1.5000000000000000e+01,"2010-12-19 00:00:00","MIU","S"
1.5000000000000000e+01,"2013-09-29 00:00:00","MIU","S"
1.5000000000000000e+01,"2014-08-31 00:00:00","MIU","S"
1.6000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
1.6000000000000000e+01,"2010-05-23 00:00:00",,"S"
1.6000000000000000e+01,"2010-05-24 00:00:00","MIU","S"
1.6000000000000000e+01,"2011-03-27 00:00:00","MIU","S"
1.6000000000000000e+01,"2012-08-26 00:00:00","MIU","S"
1.6000000000000000e+01,"2016-05-15 00:00:00","MIU","S"
1.7000000000000000e+01,"2006-02-18 00:00:00","MON","S"
1.7000000000000000e+01,"2006-02-19 00:00:00",,"S"
1.7000000000000000e+01,"2006-12-10 00:00:00","MON","S"
1.7000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
1.7000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
1.7000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
1.7000000000000000e+01,"2009-05-24 00:00:00","MIU","S"
1.7000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
1.7000000000000000e+01,"2010-02-27 00:00:00","MIU","S"
1.7000000000000000e+01,"2010-02-28 00:00:00",,"S"
1.7000000000000000e+01,"2010-04-11 00:00:00","MIU","S"
1.7000000000000000e+01,"2010-07-18 00:00:00","MIU","S"
1.7000000000000000e+01,"2011-02-20 00:00:00","MIU","S"
1.7000000000000000e+01,"2011-08-28 00:00:00","MIU","S"
1.7000000000000000e+01,"2011-10-06 00:00:00","MIU","S"
1.7000000000000000e+01,"2012-07-08 00:00:00","MIU","S"
1.7000000000000000e+01,"2013-05-05 00:00:00","MIU","S"
1.7000000000000000e+01,"2015-09-12 00:00:00","MIU","S"
1.7000000000000000e+01,"2016-04-02 00:00:00","MIU","S"
1.7000000000000000e+01,"2017-04-01 00:00:00","MIU","S"
1.8000000000000000e+01,"2006-05-21 00:00:00","MON","S"
1.8000000000000000e+01,"2006-09-17 00:00:00","MON","S"
1.8000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
1.8000000000000000e+01,"2008-07-06 00:00:00","MIU","S"
1.8000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
1.8000000000000000e+01,"2009-06-21 00:00:00","MIU","S"
1.8000000000000000e+01,"2009-11-22 00:00:00","MIU","S"
1.8000000000000000e+01,"2010-02-27 00:00:00","MIU","S"
1.8000000000000000e+01,"2010-02-28 00:00:00",,"S"
1.8000000000000000e+01,"2010-05-23 00:00:00",,"S"
1.8000000000000000e+01,"2010-05-24 00:00:00","MIU","S"
1.8000000000000000e+01,"2010-07-18 00:00:00","MIU","S"
1.8000000000000000e+01,"2011-10-06 00:00:00","MIU","PL"
1.8000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
1.8000000000000000e+01,"2012-01-19 00:00:00","MIU","PL"
1.8000000000000000e+01,"2012-07-08 00:00:00","MIU","S"
1.8000000000000000e+01,"2012-10-11 00:00:00","MIU","PL"
1.8000000000000000e+01,"2013-09-29 00:00:00","MIU","S"
1.8000000000000000e+01,"2014-04-27 00:00:00","MIU","S"
1.8000000000000000e+01,"2014-10-26 00:00:00","MIU","S"
1.8000000000000000e+01,"2016-05-15 00:00:00","MIU","S"
1.9000000000000000e+01,"2005-11-13 00:00:00","CON","S"
1.9000000000000000e+01,"2008-03-27 00:00:00","MIU","S"
1.9000000000000000e+01,"2010-05-23 00:00:00",,"S"
1.9000000000000000e+01,"2010-05-24 00:00:00","MIU","S"
1.9000000000000000e+01,"2010-12-19 00:00:00","MIU","S"
1.9000000000000000e+01,"2011-10-06 00:00:00","MIU","S"
1.9000000000000000e+01,"2012-07-08 00:00:00","MIU","S"
1.9000000000000000e+01,"2013-01-27 00:00:00","MIU","S"
1.9000000000000000e+01,"2015-01-25 00:00:00","MIU","S"
1.9000000000000000e+01,"2016-03-13 00:00:00","MIU","S"
1.9000000000000000e+01,"2016-10-16 00:00:00","MIU","S"
1.9000000000000000e+01,"2018-01-28 00:00:00","MIU","S"
1.9000000000000000e+01,"2018-06-10 00:00:00","MIU","PL"
1.9000000000000000e+01,"2019-01-27 00:00:00","MIU","S"
2.0000000000000000e+01,"2005-09-11 00:00:00","MON","S"
2.0000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
2.0000000000000000e+01,"2009-02-15 00:00:00","MIU","S"
2.0000000000000000e+01,"2009-11-22 00:00:00",,"S"
2.0000000000000000e+01,"2010-08-20 00:00:00","MIU","S"
2.0000000000000000e+01,"2013-11-24 00:00:00","MIU","S"
2.0000000000000000e+01,"2014-10-26 00:00:00","MIU","S"
2.0000000000000000e+01,"2017-02-12 00:00:00","MIU","S"
2.0000000000000000e+01,"2018-09-23 00:00:00","MIU","S"
2.0000000000000000e+01,"2019-05-19 00:00:00","MIU","S"
2.1000000000000000e+01,"2005-11-13 00:00:00","CON","S"
2.1000000000000000e+01,"2006-05-21 00:00:00","MON","S"
2.1000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
2.1000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
2.1000000000000000e+01,"2009-03-29 00:00:00","MIU","S"
2.1000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
2.1000000000000000e+01,"2010-04-11 00:00:00","MIU","S"
2.1000000000000000e+01,"2010-10-17 00:00:00","MIU","S"
2.1000000000000000e+01,"2011-06-05 00:00:00","MIU","S"
2.1000000000000000e+01,"2011-12-18 00:00:00","MIU","S"
2.1000000000000000e+01,"2012-06-17 00:00:00","MIU","S"
2.1000000000000000e+01,"2012-12-16 00:00:00","MIU","S"
2.1000000000000000e+01,"2013-01-28 00:00:00","MIU","S"
2.1000000000000000e+01,"2015-03-15 00:00:00","MIU","S"
2.1000000000000000e+01,"2015-10-01 00:00:00","MIU","S"
2.2000000000000000e+01,"2006-09-17 00:00:00","MON","S"
2.2000000000000000e+01,"2009-02-15 00:00:00","MIU","S"
2.2000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
2.2000000000000000e+01,"2009-11-22 00:00:00",,"S"
2.2000000000000000e+01,"2010-11-21 00:00:00","MIU","S"
2.2000000000000000e+01,"2013-04-14 00:00:00","MIU","S"
2.2000000000000000e+01,"2014-12-28 00:00:00","MIU","S"
2.2000000000000000e+01,"2015-06-21 00:00:00","MIU","S"
2.2000000000000000e+01,"2016-06-19 00:00:00","MIU","S"
2.2000000000000000e+01,"2018-01-28 00:00:00","MIU","S"
2.3000000000000000e+01,"2005-11-13 00:00:00","CON","S"
2.3000000000000000e+01,"2006-02-18 00:00:00","MON","S"
2.3000000000000000e+01,"2006-02-19 00:00:00",,"S"
2.3000000000000000e+01,"2006-05-21 00:00:00","MON","S"
2.3000000000000000e+01,"2006-12-10 00:00:00","MON","S"
2.3000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
2.3000000000000000e+01,"2008-07-06 00:00:00","MIU","S"
2.3000000000000000e+01,"2009-03-29 00:00:00","MIU","S"
2.3000000000000000e+01,"2009-06-21 00:00:00","MIU","S"
2.3000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
2.3000000000000000e+01,"2010-02-27 00:00:00","MIU","S"
2.3000000000000000e+01,"2010-02-28 00:00:00",,"S"
2.3000000000000000e+01,"2010-05-23 00:00:00",,"S"
2.3000000000000000e+01,"2010-05-25 00:00:00","MIU","S"
2.3000000000000000e+01,"2010-08-20 00:00:00","MIU","S"
2.3000000000000000e+01,"2010-12-19 00:00:00","MIU","S"
2.3000000000000000e+01,"2011-03-27 00:00:00","MIU","S"
2.3000000000000000e+01,"2011-08-28 00:00:00","MIU","S"
2.3000000000000000e+01,"2012-10-11 00:00:00","MIU","S"
2.3000000000000000e+01,"2013-06-23 00:00:00","MIU","S"
2.3000000000000000e+01,"2013-10-27 00:00:00","MIU","S"
2.3000000000000000e+01,"2014-03-23 00:00:00","MIU","S"
2.3000000000000000e+01,"2014-10-26 00:00:00","MIU","S"
2.3000000000000000e+01,"2015-02-10 00:00:00","MIU","S"
2.3000000000000000e+01,"2015-05-17 00:00:00","MIU","S"
2.4000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
2.4000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
2.4000000000000000e+01,"2009-02-15 00:00:00","MIU","S"
2.4000000000000000e+01,"2010-10-17 00:00:00","MIU","S"
2.4000000000000000e+01,"2011-01-16 00:00:00","MIU","S"
2.4000000000000000e+01,"2015-03-15 00:00:00","MIU","S"
2.4000000000000000e+01,"2015-06-21 00:00:00","MIU","S"
2.4000000000000000e+01,"2015-11-15 00:00:00","MIU","S"
2.4000000000000000e+01,"2016-11-20 00:00:00","MIU","S"
2.6000000000000000e+01,"2013-03-10 00:00:00","MIU","S"
2.6000000000000000e+01,"2014-04-27 00:00:00","MIU","S"
2.6000000000000000e+01,"2014-09-28 00:00:00","MIU","S"
2.6000000000000000e+01,"2014-12-28 00:00:00","MIU","S"
2.6000000000000000e+01,"2015-06-28 00:00:00","MIU","S"
2.6000000000000000e+01,"2016-08-28 00:00:00","MIU","S"
2.6000000000000000e+01,"2017-06-18 00:00:00","MIU","S"
2.6000000000000000e+01,"2018-08-26 00:00:00","MIU","S"
2.7000000000000000e+01,"2005-03-13 00:00:00","CON","S"
2.7000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
2.7000000000000000e+01,"2010-08-12 00:00:00","DIV","S"
2.7000000000000000e+01,"2012-01-16 00:00:00","MON","S"
2.7000000000000000e+01,"2012-07-08 00:00:00","MIU","S"
2.7000000000000000e+01,"2015-03-25 00:00:00","DIV","S"
2.7000000000000000e+01,"2016-03-07 00:00:00","MIU","S"
2.7000000000000000e+01,"2016-09-06 00:00:00","MIU","S"
2.7000000000000000e+01,"2017-03-23 00:00:00","DIV","S"
2.7000000000000000e+01,"2017-07-18 00:00:00","MON","S"
2.7000000000000000e+01,"2017-12-01 00:00:00","MON","S"
2.7000000000000000e+01,"2018-04-26 00:00:00","DIV","S"
2.7000000000000000e+01,"2018-09-21 00:00:00","DIV","S"
2.8000000000000000e+01,"2008-11-16 00:00:00","MIU","S"
2.9000000000000000e+01,"2006-09-17 00:00:00","MON","S"
2.9000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
2.9000000000000000e+01,"2008-10-21 00:00:00","MIU","S"
2.9000000000000000e+01,"2009-06-11 00:00:00","MIU","S"
2.9000000000000000e+01,"2010-01-10 00:00:00",,"S"
2.9000000000000000e+01,"2010-01-11 00:00:00","MIU","S"
2.9000000000000000e+01,"2010-10-17 00:00:00","MIU","S"
2.9000000000000000e+01,"2011-01-16 00:00:00","MIU","S"
3.0000000000000000e+01,"2005-05-20 00:00:00","MON","S"
3.0000000000000000e+01,"2006-10-20 00:00:00",,"S"
3.0000000000000000e+01,"2007-04-30 00:00:00","MIU","S"
3.0000000000000000e+01,"2008-02-01 00:00:00","MIU","S"
3.0000000000000000e+01,"2009-04-24 00:00:00","MIU","S"
3.0000000000000000e+01,"2010-03-31 00:00:00","MIU","MUL"
3.0000000000000000e+01,"2011-06-15 00:00:00","MON","S"
3.0000000000000000e+01,"2011-10-19 00:00:00","MON","S"
3.0000000000000000e+01,"2014-03-29 00:00:00","MIU","S"
3.0000000000000000e+01,"2017-01-24 00:00:00","POL","S"
3.0000000000000000e+01,"2018-03-29 00:00:00","POL","PL"
3.1000000000000000e+01,"2005-11-13 00:00:00","CON","S"
3.1000000000000000e+01,"2006-12-11 00:00:00","MON","S"
3.1000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
3.1000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
3.1000000000000000e+01,"2009-02-15 00:00:00","MIU","S"
3.1000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
3.1000000000000000e+01,"2010-10-17 00:00:00","MIU","S"
3.1000000000000000e+01,"2011-03-27 00:00:00","MIU","S"
3.1000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
3.1000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
3.1000000000000000e+01,"2012-03-18 00:00:00","MIU","S"
3.1000000000000000e+01,"2012-12-16 00:00:00","MIU","S"
3.1000000000000000e+01,"2013-03-10 00:00:00","MIU","S"
3.1000000000000000e+01,"2014-06-05 00:00:00","MIU","S"
3.1000000000000000e+01,"2015-05-17 00:00:00","MIU","S"
3.1000000000000000e+01,"2015-11-15 00:00:00","MIU","S"
3.1000000000000000e+01,"2016-05-22 00:00:00","MIU","S"
3.1000000000000000e+01,"2017-05-21 00:00:00","MIU","S"
3.1000000000000000e+01,"2017-11-19 00:00:00","MIU","S"
3.1000000000000000e+01,"2018-11-18 00:00:00","MIU","S"
3.1000000000000000e+01,"2019-04-28 00:00:00","MIU","S"
3.2000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
3.3000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
3.3000000000000000e+01,"2012-05-06 00:00:00","MIU","S"
3.3000000000000000e+01,"2013-02-22 00:00:00","MIU","S"
3.3000000000000000e+01,"2014-03-24 00:00:00","MIU","S"
3.3000000000000000e+01,"2015-02-15 00:00:00","MIU","S"
3.3000000000000000e+01,"2016-02-19 00:00:00","MIU","S"
3.3000000000000000e+01,"2017-08-26 00:00:00","MIU","S"
3.3000000000000000e+01,"2018-08-24 00:00:00","MIU","S"
3.4000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
3.4000000000000000e+01,"2012-05-06 00:00:00","MIU","S"
3.4000000000000000e+01,"2012-09-30 00:00:00","MIU","S"
3.4000000000000000e+01,"2013-03-10 00:00:00","MIU","S"
3.4000000000000000e+01,"2013-06-23 00:00:00","MIU","S"
3.4000000000000000e+01,"2013-10-27 00:00:00","MIU","S"
3.4000000000000000e+01,"2014-01-26 00:00:00","MIU","S"
3.4000000000000000e+01,"2014-04-27 00:00:00","MIU","S"
3.4000000000000000e+01,"2014-10-26 00:00:00","MIU","S"
3.4000000000000000e+01,"2015-03-15 00:00:00","MIU","S"
3.4000000000000000e+01,"2016-04-17 00:00:00","MIU","S"
3.5000000000000000e+01,"2011-02-20 00:00:00","MIU","S"
3.5000000000000000e+01,"2012-01-15 00:00:00","MIU","S"
3.5000000000000000e+01,"2013-06-23 00:00:00","MIU","S"
3.5000000000000000e+01,"2015-02-15 00:00:00","MIU","S"
3.5000000000000000e+01,"2015-06-21 00:00:00","MIU","S"
3.5000000000000000e+01,"2015-12-13 00:00:00","MIU","S"
3.5000000000000000e+01,"2016-05-15 00:00:00","MIU","S"
3.5000000000000000e+01,"2016-08-28 00:00:00","MIU","S"
3.5000000000000000e+01,"2016-12-18 00:00:00","MIU","S"
3.5000000000000000e+01,"2017-04-30 00:00:00","MIU","S"
3.5000000000000000e+01,"2017-12-17 00:00:00","MIU","S"
3.5000000000000000e+01,"2018-03-18 00:00:00","MIU","S"
3.5000000000000000e+01,"2018-07-08 00:00:00","MIU","S"
3.5000000000000000e+01,"2018-12-30 00:00:00","MIU","S"
3.5000000000000000e+01,"2019-05-19 00:00:00","MIU","S"
3.6000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
3.6000000000000000e+01,"2012-03-18 00:00:00","MIU","S"
3.6000000000000000e+01,"2016-05-22 00:00:00","MIU","S"
3.7000000000000000e+01,"2008-01-13 00:00:00","MIU","S"
3.7000000000000000e+01,"2009-03-29 00:00:00","MIU","S"
3.8000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
3.8000000000000000e+01,"2012-03-18 00:00:00","MIU","S"
3.8000000000000000e+01,"2012-11-11 00:00:00","MIU","S"
3.8000000000000000e+01,"2016-05-15 00:00:00","MIU","S"
3.9000000000000000e+01,"2008-03-30 00:00:00","MIU","S"
3.9000000000000000e+01,"2008-11-16 00:00:00","MIU","S"
3.9000000000000000e+01,"2009-05-24 00:00:00","MIU","S"
3.9000000000000000e+01,"2009-11-22 00:00:00","MIU","S"
3.9000000000000000e+01,"2010-04-11 00:00:00","MIU","S"
3.9000000000000000e+01,"2010-11-21 00:00:00","MIU","S"
3.9000000000000000e+01,"2011-05-22 00:00:00","MIU","S"
3.9000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
3.9000000000000000e+01,"2012-03-18 00:00:00","MIU","S"
3.9000000000000000e+01,"2012-08-26 00:00:00","MIU","S"
3.9000000000000000e+01,"2013-05-05 00:00:00","MIU","S"
3.9000000000000000e+01,"2013-09-29 00:00:00","MIU","S"
3.9000000000000000e+01,"2014-01-26 00:00:00","MIU","S"
3.9000000000000000e+01,"2014-07-27 00:00:00","MIU","S"
3.9000000000000000e+01,"2014-12-28 00:00:00","MIU","S"
3.9000000000000000e+01,"2015-04-19 00:00:00","MIU","S"
3.9000000000000000e+01,"2015-09-27 00:00:00","MIU","S"
3.9000000000000000e+01,"2016-03-13 00:00:00","MIU","S"
3.9000000000000000e+01,"2016-10-16 00:00:00","MIU","S"
3.9000000000000000e+01,"2017-04-30 00:00:00","MIU","S"
3.9000000000000000e+01,"2017-10-22 00:00:00","MIU","S"
3.9000000000000000e+01,"2018-04-22 00:00:00","MIU","S"
3.9000000000000000e+01,"2018-10-14 00:00:00","MIU","S"
3.9000000000000000e+01,"2019-04-28 00:00:00","MIU","S"
4.0000000000000000e+01,"2006-02-21 00:00:00",,"S"
4.1000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
4.2000000000000000e+01,"2005-09-14 00:00:00","MON","S"
4.2000000000000000e+01,"2006-08-24 00:00:00",,"S"
4.2000000000000000e+01,"2010-02-11 00:00:00","DIV","S"
4.2000000000000000e+01,"2013-03-10 00:00:00","MIU","S"
4.2000000000000000e+01,"2013-12-15 00:00:00","MIU","S"
4.2000000000000000e+01,"2015-05-26 00:00:00","MIU","S"
4.3000000000000000e+01,"2011-08-28 00:00:00","MIU","S"
4.3000000000000000e+01,"2015-07-13 00:00:00","MIU","S"
4.4000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
4.5000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
4.7000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
4.7000000000000000e+01,"2012-06-17 00:00:00","MIU","S"
4.7000000000000000e+01,"2013-01-27 00:00:00","MIU","S"
4.7000000000000000e+01,"2013-10-27 00:00:00","MIU","S"
4.7000000000000000e+01,"2014-09-28 00:00:00","MIU","S"
4.8000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
4.8000000000000000e+01,"2012-12-16 00:00:00","MIU","S"
4.8000000000000000e+01,"2013-10-27 00:00:00","MIU","S"
4.8000000000000000e+01,"2014-11-23 00:00:00","MIU","S"
4.8000000000000000e+01,"2016-05-22 00:00:00","MIU","S"
4.9000000000000000e+01,"2006-12-10 00:00:00","MON","S"
4.9000000000000000e+01,"2008-11-16 00:00:00","MIU","S"
4.9000000000000000e+01,"2010-02-27 00:00:00","MIU","S"
4.9000000000000000e+01,"2010-02-28 00:00:00",,"S"
4.9000000000000000e+01,"2011-02-20 00:00:00","MIU","S"
4.9000000000000000e+01,"2012-01-15 00:00:00","MIU","S"
4.9000000000000000e+01,"2013-03-10 00:00:00","MIU","S"
4.9000000000000000e+01,"2014-03-23 00:00:00","MIU","S"
4.9000000000000000e+01,"2015-03-15 00:00:00","MIU","S"
4.9000000000000000e+01,"2015-10-18 00:00:00","MIU","S"
4.9000000000000000e+01,"2016-04-17 00:00:00","MIU","S"
4.9000000000000000e+01,"2016-11-06 00:00:00","MIU","S"
4.9000000000000000e+01,"2017-04-30 00:00:00","MIU","S"
4.9000000000000000e+01,"2018-01-28 00:00:00","MIU","S"
4.9000000000000000e+01,"2019-05-19 00:00:00","MIU","S"
5.0000000000000000e+01,"2005-09-11 00:00:00","MON","S"
5.0000000000000000e+01,"2006-05-21 00:00:00","MON","S"
5.0000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
5.0000000000000000e+01,"2010-11-21 00:00:00","MIU","S"
5.0000000000000000e+01,"2012-02-19 00:00:00","MIU","S"
5.0000000000000000e+01,"2013-04-14 00:00:00","MIU","S"
5.1000000000000000e+01,"2005-11-13 00:00:00","CON","S"
5.1000000000000000e+01,"2006-05-21 00:00:00","MON","S"
5.1000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
5.1000000000000000e+01,"2013-04-14 00:00:00","MIU","S"
5.1000000000000000e+01,"2016-04-17 00:00:00","MIU","S"
5.2000000000000000e+01,"2005-11-13 00:00:00","CON","S"
5.2000000000000000e+01,"2006-05-21 00:00:00","MON","S"
5.2000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
5.2000000000000000e+01,"2010-07-18 00:00:00","MIU","S"
5.2000000000000000e+01,"2011-03-27 00:00:00","MIU","S"
5.3000000000000000e+01,"2006-02-18 00:00:00","MON","S"
5.3000000000000000e+01,"2006-02-19 00:00:00",,"S"
5.3000000000000000e+01,"2008-09-28 00:00:00","MIU","S"
5.3000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
5.3000000000000000e+01,"2010-05-23 00:00:00",,"S"
5.3000000000000000e+01,"2010-05-24 00:00:00","MIU","S"
5.3000000000000000e+01,"2010-11-21 00:00:00","MIU","S"
5.3000000000000000e+01,"2017-04-30 00:00:00","MIU","S"
5.4000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
5.5000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
5.6000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
5.6000000000000000e+01,"2012-03-18 00:00:00","MIU","S"
5.7000000000000000e+01,"2005-05-15 00:00:00","MON","S"
5.7000000000000000e+01,"2006-02-18 00:00:00","MON","S"
5.7000000000000000e+01,"2006-02-19 00:00:00",,"S"
5.7000000000000000e+01,"2009-12-16 00:00:00","MIU","S"
5.8000000000000000e+01,"2006-12-10 00:00:00","MON","S"
5.8000000000000000e+01,"2009-01-11 00:00:00","MIU","S"
5.8000000000000000e+01,"2009-10-18 00:00:00","MIU","S"
5.8000000000000000e+01,"2010-04-11 00:00:00","MIU","S"
5.8000000000000000e+01,"2011-01-16 00:00:00","MIU","S"
5.8000000000000000e+01,"2011-07-10 00:00:00","MIU","S"
5.8000000000000000e+01,"2011-11-13 00:00:00","MIU","S"
5.8000000000000000e+01,"2013-01-27 00:00:00","MIU","S"
5.8000000000000000e+01,"2013-05-05 00:00:00","MIU","S"
5.8000000000000000e+01,"2014-10-26 00:00:00","MIU","S"
5.8000000000000000e+01,"2015-03-15 00:00:00","MIU","S"
5.8000000000000000e+01,"2015-11-15 00:00:00","MIU","S"
5.9000000000000000e+01,"2011-10-16 00:00:00","MIU","S"
5.9000000000000000e+01,"2012-01-15 00:00:00","MIU","S"
6.0000000000000000e+01,"2006-09-17 00:00:00","MON","S"
